created_at,reviewer_name,review_text,rating_overall,like_count,restaurant_name,city,primary_cuisine,date,year_month,day_of_week,hour_of_day,restaurant_review_count,restaurant_overall_rating
2023-04-27 03:24:00,user_89,Dessert was fresh and tasty.,5,167,Urban Tadka,Bangalore,biryani,2023-04-27,2023-04,3,3,6131,2.98
2023-09-26 01:46:00,user_920,Oil was excessive. dessert was fresh and tasty. taste was amazing.,1,322,Urban Tadka,Bangalore,street food,2023-09-26,2023-09,1,1,6131,2.98
2023-05-12 12:13:00,user_337,Oil was excessive. paneer curry was too salty. gravy lacked flavor.,1,107,The Hungry Fork,Bangalore,curry,2023-05-12,2023-05,4,12,6185,3.02
2023-02-08 18:54:00,user_1456,Oil was excessive. portion size was generous.,4,400,Wok & Roll,Pune,street food,2023-02-08,2023-02,2,18,6201,3.01
2023-07-12 08:00:00,user_868,Oil was excessive. chicken biryani was perfectly cooked. packaging was neat.,4,373,Urban Tadka,Pune,curry,2023-07-12,2023-07,2,8,6131,2.98
2023-03-01 14:33:00,user_581,Spices were well balanced.,2,191,The Hungry Fork,Delhi,street food,2023-03-01,2023-03,2,14,6185,3.02
2023-06-14 14:39:00,user_1357,Dessert was fresh and tasty.,1,260,Urban Tadka,Bangalore,pizza,2023-06-14,2023-06,2,14,6131,2.98
2023-05-09 06:34:00,user_1956,Portion size was generous.,1,45,Curry Nation,Hyderabad,south indian,2023-05-09,2023-05,1,6,6394,2.99
2023-03-24 08:20:00,user_1253,Taste was amazing.,3,467,Biryani Blues,Chennai,south indian,2023-03-24,2023-03,4,8,6349,3.0
2023-05-30 02:05:00,user_289,Naan was rubbery. gravy lacked flavor.,2,304,Masala Magic,Bangalore,curry,2023-05-30,2023-05,1,2,6192,2.96
2023-12-04 05:24:00,user_329,Packaging was neat. dessert was fresh and tasty.,1,250,Curry Nation,Mumbai,chinese,2023-12-04,2023-12,0,5,6394,2.99
2023-04-10 08:25:00,user_1895,Food spilled during delivery. taste was amazing.,4,393,The Hungry Fork,Bangalore,chinese,2023-04-10,2023-04,0,8,6185,3.02
2023-01-26 23:15:00,user_522,Dessert was fresh and tasty.,3,450,Biryani Blues,Chennai,pizza,2023-01-26,2023-01,3,23,6349,3.0
2023-12-11 12:59:00,user_1275,Rice was undercooked.,3,414,Urban Tadka,Delhi,curry,2023-12-11,2023-12,0,12,6131,2.98
2023-11-07 11:10:00,user_1239,Delivery was late. rice was undercooked. gravy lacked flavor.,2,441,Urban Tadka,Hyderabad,pizza,2023-11-07,2023-11,1,11,6131,2.98
2023-01-03 14:18:00,user_671,Naan was rubbery. packaging was neat.,1,343,Urban Tadka,Chennai,biryani,2023-01-03,2023-01,1,14,6131,2.98
2023-09-24 06:05:00,user_704,Food arrived cold.,4,417,Spice Villa,Mumbai,chinese,2023-09-24,2023-09,6,6,6366,2.99
2023-11-07 02:06:00,user_300,Rice was undercooked.,4,33,Pizza Junction,Chennai,street food,2023-11-07,2023-11,1,2,6182,2.99
2023-07-22 01:01:00,user_65,Food arrived cold. chicken biryani was perfectly cooked. dessert was fresh and tasty.,4,212,Urban Tadka,Chennai,north indian,2023-07-22,2023-07,5,1,6131,2.98
2023-10-03 02:35:00,user_1317,Packaging was neat.,3,497,Curry Nation,Bangalore,south indian,2023-10-03,2023-10,1,2,6394,2.99
2023-09-23 22:49:00,user_1393,Gravy lacked flavor. delivery was late.,5,271,Biryani Blues,Mumbai,pizza,2023-09-23,2023-09,5,22,6349,3.0
2023-10-25 20:06:00,user_1125,Spices were well balanced. dessert was fresh and tasty.,4,62,Biryani Blues,Hyderabad,chinese,2023-10-25,2023-10,2,20,6349,3.0
2023-11-19 01:24:00,user_384,Rice was undercooked. chicken biryani was perfectly cooked.,4,165,Spice Villa,Delhi,street food,2023-11-19,2023-11,6,1,6366,2.99
2023-04-11 05:12:00,user_196,Rice was undercooked.,3,150,Spice Villa,Chennai,curry,2023-04-11,2023-04,1,5,6366,2.99
2023-02-28 11:00:00,user_1624,Portion size was generous.,3,191,Pizza Junction,Hyderabad,curry,2023-02-28,2023-02,1,11,6182,2.99
2023-09-22 22:51:00,user_80,Food arrived cold.,4,272,Curry Nation,Kolkata,curry,2023-09-22,2023-09,4,22,6394,2.99
2023-02-02 01:34:00,user_612,Gravy lacked flavor.,3,296,Biryani Blues,Mumbai,north indian,2023-02-02,2023-02,3,1,6349,3.0
2023-03-22 01:10:00,user_605,Oil was excessive.,3,324,Masala Magic,Mumbai,curry,2023-03-22,2023-03,2,1,6192,2.96
2023-01-07 13:04:00,user_181,Oil was excessive. portion size was generous. packaging was neat.,3,92,The Hungry Fork,Hyderabad,chinese,2023-01-07,2023-01,5,13,6185,3.02
2023-06-01 04:41:00,user_1091,Naan was rubbery.,2,115,Masala Magic,Hyderabad,chinese,2023-06-01,2023-06,3,4,6192,2.96
2023-02-15 23:55:00,user_1030,Food arrived cold. oil was excessive. chicken biryani was perfectly cooked.,2,5,Biryani Blues,Mumbai,north indian,2023-02-15,2023-02,2,23,6349,3.0
2023-09-14 22:00:00,user_248,Gravy lacked flavor. packaging was neat.,2,355,Curry Nation,Bangalore,chinese,2023-09-14,2023-09,3,22,6394,2.99
2023-08-11 23:25:00,user_1063,Packaging was neat. food arrived cold. rice was undercooked.,3,376,Curry Nation,Pune,south indian,2023-08-11,2023-08,4,23,6394,2.99
2023-03-12 20:19:00,user_296,Packaging was neat.,1,387,Spice Villa,Mumbai,south indian,2023-03-12,2023-03,6,20,6366,2.99
2023-06-21 08:40:00,user_409,Naan was rubbery.,3,474,The Hungry Fork,Delhi,pizza,2023-06-21,2023-06,2,8,6185,3.02
2023-06-17 10:38:00,user_785,Rice was undercooked. taste was amazing. portion size was generous.,4,302,Wok & Roll,Kolkata,south indian,2023-06-17,2023-06,5,10,6201,3.01
2023-02-14 09:12:00,user_1852,Food spilled during delivery. food arrived cold. paneer curry was too salty.,3,391,Wok & Roll,Pune,north indian,2023-02-14,2023-02,1,9,6201,3.01
2023-03-05 08:36:00,user_987,Gravy lacked flavor. food arrived cold.,4,63,Wok & Roll,Pune,chinese,2023-03-05,2023-03,6,8,6201,3.01
2023-01-13 07:30:00,user_628,Rice was undercooked.,1,99,Wok & Roll,Hyderabad,street food,2023-01-13,2023-01,4,7,6201,3.01
2023-09-02 23:44:00,user_1819,Fries were soggy. taste was amazing. food arrived cold.,3,463,Pizza Junction,Mumbai,biryani,2023-09-02,2023-09,5,23,6182,2.99
2023-02-28 10:42:00,user_594,Fries were soggy.,5,18,Urban Tadka,Kolkata,pizza,2023-02-28,2023-02,1,10,6131,2.98
2023-01-01 20:05:00,user_1775,Food arrived cold.,1,302,Spice Villa,Pune,biryani,2023-01-01,2023-01,6,20,6366,2.99
2023-01-22 12:26:00,user_221,Dessert was fresh and tasty. packaging was neat. gravy lacked flavor.,5,401,The Hungry Fork,Delhi,street food,2023-01-22,2023-01,6,12,6185,3.02
2023-03-28 08:14:00,user_464,Spices were well balanced.,3,433,Urban Tadka,Kolkata,biryani,2023-03-28,2023-03,1,8,6131,2.98
2023-08-17 19:48:00,user_1453,Rice was undercooked. food arrived cold. delivery was late.,5,418,Spice Villa,Chennai,biryani,2023-08-17,2023-08,3,19,6366,2.99
2023-02-16 12:18:00,user_1612,Spices were well balanced. paneer curry was too salty.,5,360,Spice Villa,Pune,pizza,2023-02-16,2023-02,3,12,6366,2.99
2023-04-20 20:58:00,user_1377,Taste was amazing. naan was rubbery.,3,469,Pizza Junction,Bangalore,north indian,2023-04-20,2023-04,3,20,6182,2.99
2023-06-22 02:24:00,user_290,Food spilled during delivery. gravy lacked flavor. fries were soggy.,4,387,Masala Magic,Bangalore,curry,2023-06-22,2023-06,3,2,6192,2.96
2023-10-15 03:17:00,user_715,Delivery was late.,3,15,Wok & Roll,Bangalore,south indian,2023-10-15,2023-10,6,3,6201,3.01
2023-06-02 20:32:00,user_1026,Fries were soggy. food spilled during delivery.,4,282,Wok & Roll,Pune,pizza,2023-06-02,2023-06,4,20,6201,3.01
2023-03-27 22:00:00,user_767,Delivery was late. gravy lacked flavor.,5,29,Urban Tadka,Hyderabad,biryani,2023-03-27,2023-03,0,22,6131,2.98
2023-11-17 16:56:00,user_139,Chicken biryani was perfectly cooked.,3,60,Wok & Roll,Hyderabad,south indian,2023-11-17,2023-11,4,16,6201,3.01
2023-10-18 02:25:00,user_370,Chicken biryani was perfectly cooked.,5,428,Spice Villa,Bangalore,north indian,2023-10-18,2023-10,2,2,6366,2.99
2023-05-08 18:40:00,user_382,Food arrived cold. fries were soggy. spices were well balanced.,4,339,Wok & Roll,Chennai,street food,2023-05-08,2023-05,0,18,6201,3.01
2023-02-25 14:42:00,user_1887,Naan was rubbery.,2,477,Masala Magic,Hyderabad,pizza,2023-02-25,2023-02,5,14,6192,2.96
2023-05-08 15:50:00,user_614,Gravy lacked flavor. taste was amazing. portion size was generous.,1,142,The Hungry Fork,Mumbai,north indian,2023-05-08,2023-05,0,15,6185,3.02
2023-01-02 12:45:00,user_396,Taste was amazing.,3,491,Urban Tadka,Bangalore,biryani,2023-01-02,2023-01,0,12,6131,2.98
2023-03-06 14:27:00,user_627,Spices were well balanced.,2,271,The Hungry Fork,Hyderabad,street food,2023-03-06,2023-03,0,14,6185,3.02
2023-08-08 14:35:00,user_1652,Naan was rubbery.,5,297,The Hungry Fork,Delhi,biryani,2023-08-08,2023-08,1,14,6185,3.02
2023-04-22 13:06:00,user_900,Portion size was generous. food spilled during delivery. fries were soggy.,3,34,The Hungry Fork,Mumbai,south indian,2023-04-22,2023-04,5,13,6185,3.02
2023-07-13 14:31:00,user_132,Food spilled during delivery. delivery was late. rice was undercooked.,1,106,Spice Villa,Chennai,pizza,2023-07-13,2023-07,3,14,6366,2.99
2023-03-12 02:39:00,user_1278,Gravy lacked flavor.,3,131,Biryani Blues,Delhi,chinese,2023-03-12,2023-03,6,2,6349,3.0
2023-08-05 19:31:00,user_1856,Food arrived cold.,5,187,Biryani Blues,Bangalore,pizza,2023-08-05,2023-08,5,19,6349,3.0
2023-06-22 01:33:00,user_1768,Food spilled during delivery. gravy lacked flavor. delivery was late.,5,255,Wok & Roll,Bangalore,south indian,2023-06-22,2023-06,3,1,6201,3.01
2023-07-07 00:30:00,user_547,Oil was excessive.,5,467,Urban Tadka,Delhi,biryani,2023-07-07,2023-07,4,0,6131,2.98
2023-07-03 10:22:00,user_128,Food spilled during delivery.,5,159,Biryani Blues,Bangalore,pizza,2023-07-03,2023-07,0,10,6349,3.0
2023-10-27 05:23:00,user_503,Food arrived cold. spices were well balanced.,5,84,Masala Magic,Delhi,pizza,2023-10-27,2023-10,4,5,6192,2.96
2023-11-24 08:13:00,user_1023,Gravy lacked flavor.,3,441,The Hungry Fork,Pune,curry,2023-11-24,2023-11,4,8,6185,3.02
2023-10-03 04:31:00,user_420,Packaging was neat. paneer curry was too salty. spices were well balanced.,4,295,Curry Nation,Kolkata,north indian,2023-10-03,2023-10,1,4,6394,2.99
2023-01-19 20:15:00,user_487,Chicken biryani was perfectly cooked. delivery was late.,1,224,Masala Magic,Chennai,chinese,2023-01-19,2023-01,3,20,6192,2.96
2023-06-17 11:53:00,user_604,Gravy lacked flavor. rice was undercooked. delivery was late.,3,459,Pizza Junction,Kolkata,street food,2023-06-17,2023-06,5,11,6182,2.99
2023-03-04 16:02:00,user_1546,Fries were soggy.,2,398,Urban Tadka,Delhi,north indian,2023-03-04,2023-03,5,16,6131,2.98
2023-05-05 13:08:00,user_498,Portion size was generous. gravy lacked flavor. oil was excessive.,5,367,Pizza Junction,Hyderabad,chinese,2023-05-05,2023-05,4,13,6182,2.99
2023-11-16 17:15:00,user_1321,Rice was undercooked.,1,321,Spice Villa,Bangalore,street food,2023-11-16,2023-11,3,17,6366,2.99
2023-11-28 22:29:00,user_1540,Chicken biryani was perfectly cooked.,4,187,Urban Tadka,Chennai,pizza,2023-11-28,2023-11,1,22,6131,2.98
2023-03-21 13:46:00,user_241,Oil was excessive. food spilled during delivery.,1,341,The Hungry Fork,Bangalore,south indian,2023-03-21,2023-03,1,13,6185,3.02
2023-08-23 12:31:00,user_45,Food spilled during delivery. portion size was generous. packaging was neat.,2,495,Urban Tadka,Pune,south indian,2023-08-23,2023-08,2,12,6131,2.98
2023-02-18 03:01:00,user_1566,Portion size was generous. delivery was late.,1,216,Biryani Blues,Mumbai,biryani,2023-02-18,2023-02,5,3,6349,3.0
2023-01-29 22:42:00,user_729,Chicken biryani was perfectly cooked. fries were soggy.,4,168,Masala Magic,Delhi,biryani,2023-01-29,2023-01,6,22,6192,2.96
2023-11-18 04:52:00,user_62,Taste was amazing.,2,430,Curry Nation,Chennai,biryani,2023-11-18,2023-11,5,4,6394,2.99
2023-06-01 23:09:00,user_177,Gravy lacked flavor.,1,414,Biryani Blues,Bangalore,curry,2023-06-01,2023-06,3,23,6349,3.0
2023-06-14 22:14:00,user_20,Naan was rubbery.,1,473,Wok & Roll,Bangalore,south indian,2023-06-14,2023-06,2,22,6201,3.01
2023-04-04 03:44:00,user_1205,Taste was amazing. food arrived cold. packaging was neat.,1,177,The Hungry Fork,Hyderabad,south indian,2023-04-04,2023-04,1,3,6185,3.02
2023-09-15 03:17:00,user_1880,Portion size was generous. dessert was fresh and tasty. naan was rubbery.,3,340,Biryani Blues,Mumbai,street food,2023-09-15,2023-09,4,3,6349,3.0
2023-01-05 07:04:00,user_306,Naan was rubbery. taste was amazing.,2,493,The Hungry Fork,Hyderabad,north indian,2023-01-05,2023-01,3,7,6185,3.02
2023-05-28 03:48:00,user_303,Spices were well balanced. portion size was generous.,3,367,The Hungry Fork,Delhi,biryani,2023-05-28,2023-05,6,3,6185,3.02
2023-04-23 12:44:00,user_272,Paneer curry was too salty. packaging was neat. dessert was fresh and tasty.,2,404,Pizza Junction,Chennai,south indian,2023-04-23,2023-04,6,12,6182,2.99
2023-12-07 09:08:00,user_21,Oil was excessive.,2,376,Pizza Junction,Mumbai,pizza,2023-12-07,2023-12,3,9,6182,2.99
2023-11-01 12:32:00,user_1642,Packaging was neat. rice was undercooked. delivery was late.,4,96,Curry Nation,Bangalore,biryani,2023-11-01,2023-11,2,12,6394,2.99
2023-04-08 03:01:00,user_1449,Rice was undercooked. oil was excessive. naan was rubbery.,3,332,Urban Tadka,Mumbai,biryani,2023-04-08,2023-04,5,3,6131,2.98
2023-05-19 23:49:00,user_749,Chicken biryani was perfectly cooked.,3,68,Spice Villa,Delhi,north indian,2023-05-19,2023-05,4,23,6366,2.99
2023-07-18 03:48:00,user_1948,Spices were well balanced. chicken biryani was perfectly cooked. portion size was generous.,2,356,Biryani Blues,Bangalore,chinese,2023-07-18,2023-07,1,3,6349,3.0
2023-04-26 04:57:00,user_1721,Paneer curry was too salty.,4,98,Pizza Junction,Bangalore,pizza,2023-04-26,2023-04,2,4,6182,2.99
2023-10-11 13:56:00,user_1521,Dessert was fresh and tasty.,1,186,Biryani Blues,Hyderabad,pizza,2023-10-11,2023-10,2,13,6349,3.0
2023-09-03 21:03:00,user_1596,Gravy lacked flavor. spices were well balanced. chicken biryani was perfectly cooked.,1,157,Curry Nation,Pune,biryani,2023-09-03,2023-09,6,21,6394,2.99
2023-06-24 11:25:00,user_1615,Dessert was fresh and tasty.,2,42,Spice Villa,Bangalore,street food,2023-06-24,2023-06,5,11,6366,2.99
2023-03-14 12:40:00,user_1247,Spices were well balanced. oil was excessive. naan was rubbery.,2,82,Curry Nation,Kolkata,pizza,2023-03-14,2023-03,1,12,6394,2.99
2023-03-01 13:24:00,user_1559,Food arrived cold.,5,254,Biryani Blues,Pune,pizza,2023-03-01,2023-03,2,13,6349,3.0
2023-02-21 00:42:00,user_325,Gravy lacked flavor.,2,163,Masala Magic,Mumbai,street food,2023-02-21,2023-02,1,0,6192,2.96
2023-11-24 11:49:00,user_1509,Food arrived cold. rice was undercooked. chicken biryani was perfectly cooked.,3,293,Wok & Roll,Mumbai,street food,2023-11-24,2023-11,4,11,6201,3.01
2023-03-24 06:08:00,user_979,Paneer curry was too salty.,5,343,Pizza Junction,Kolkata,pizza,2023-03-24,2023-03,4,6,6182,2.99
2023-08-21 00:00:00,user_72,Chicken biryani was perfectly cooked. portion size was generous. taste was amazing.,1,436,Curry Nation,Bangalore,north indian,2023-08-21,2023-08,0,0,6394,2.99
2023-06-11 19:02:00,user_1164,Gravy lacked flavor. rice was undercooked.,4,410,Pizza Junction,Chennai,pizza,2023-06-11,2023-06,6,19,6182,2.99
2023-02-16 12:05:00,user_1292,Oil was excessive.,4,254,Curry Nation,Pune,pizza,2023-02-16,2023-02,3,12,6394,2.99
2023-11-28 05:12:00,user_527,Portion size was generous. chicken biryani was perfectly cooked. food arrived cold.,2,130,Wok & Roll,Pune,north indian,2023-11-28,2023-11,1,5,6201,3.01
2023-01-11 00:43:00,user_1966,Packaging was neat.,5,348,Biryani Blues,Pune,curry,2023-01-11,2023-01,2,0,6349,3.0
2023-05-21 22:23:00,user_569,Delivery was late. chicken biryani was perfectly cooked. packaging was neat.,2,403,Wok & Roll,Pune,biryani,2023-05-21,2023-05,6,22,6201,3.01
2023-08-25 00:52:00,user_1591,Gravy lacked flavor. fries were soggy. food spilled during delivery.,3,333,Curry Nation,Bangalore,pizza,2023-08-25,2023-08,4,0,6394,2.99
2023-11-26 13:48:00,user_142,Taste was amazing. food spilled during delivery.,4,486,Urban Tadka,Chennai,pizza,2023-11-26,2023-11,6,13,6131,2.98
2023-06-17 13:49:00,user_215,Rice was undercooked. portion size was generous.,3,259,Urban Tadka,Pune,pizza,2023-06-17,2023-06,5,13,6131,2.98
2023-10-23 12:45:00,user_1144,Portion size was generous.,1,183,Spice Villa,Kolkata,pizza,2023-10-23,2023-10,0,12,6366,2.99
2023-12-05 20:20:00,user_1798,Delivery was late. portion size was generous. gravy lacked flavor.,4,404,The Hungry Fork,Mumbai,pizza,2023-12-05,2023-12,1,20,6185,3.02
2023-06-13 06:45:00,user_1531,Paneer curry was too salty.,2,38,Biryani Blues,Chennai,curry,2023-06-13,2023-06,1,6,6349,3.0
2023-01-10 14:21:00,user_1193,Taste was amazing.,1,37,Wok & Roll,Mumbai,street food,2023-01-10,2023-01,1,14,6201,3.01
2023-08-31 01:27:00,user_1995,Food spilled during delivery. packaging was neat.,4,368,Spice Villa,Mumbai,chinese,2023-08-31,2023-08,3,1,6366,2.99
2023-10-09 14:17:00,user_1221,Paneer curry was too salty. food arrived cold. fries were soggy.,4,466,Pizza Junction,Delhi,pizza,2023-10-09,2023-10,0,14,6182,2.99
2023-11-30 18:06:00,user_1043,Paneer curry was too salty. naan was rubbery.,1,25,Wok & Roll,Mumbai,street food,2023-11-30,2023-11,3,18,6201,3.01
2023-08-25 14:36:00,user_1518,Portion size was generous. chicken biryani was perfectly cooked. food arrived cold.,4,27,Wok & Roll,Chennai,biryani,2023-08-25,2023-08,4,14,6201,3.01
2023-10-13 02:20:00,user_1011,Rice was undercooked.,5,250,Spice Villa,Hyderabad,chinese,2023-10-13,2023-10,4,2,6366,2.99
2023-02-11 19:45:00,user_1172,Food arrived cold. dessert was fresh and tasty. naan was rubbery.,2,43,Wok & Roll,Kolkata,biryani,2023-02-11,2023-02,5,19,6201,3.01
2023-02-11 12:41:00,user_1659,Rice was undercooked. dessert was fresh and tasty. delivery was late.,1,49,Urban Tadka,Chennai,pizza,2023-02-11,2023-02,5,12,6131,2.98
2023-11-18 22:52:00,user_1571,Delivery was late. dessert was fresh and tasty. taste was amazing.,3,157,Urban Tadka,Pune,south indian,2023-11-18,2023-11,5,22,6131,2.98
2023-04-28 23:54:00,user_1831,Delivery was late. naan was rubbery. food arrived cold.,5,160,Masala Magic,Chennai,chinese,2023-04-28,2023-04,4,23,6192,2.96
2023-03-03 09:52:00,user_713,Rice was undercooked. oil was excessive.,4,14,Urban Tadka,Mumbai,pizza,2023-03-03,2023-03,4,9,6131,2.98
2023-06-23 23:57:00,user_19,Paneer curry was too salty. fries were soggy.,1,73,Curry Nation,Chennai,biryani,2023-06-23,2023-06,4,23,6394,2.99
2023-01-23 04:54:00,user_362,Chicken biryani was perfectly cooked. packaging was neat.,5,407,Urban Tadka,Pune,street food,2023-01-23,2023-01,0,4,6131,2.98
2023-11-20 22:19:00,user_503,Dessert was fresh and tasty. taste was amazing. food arrived cold.,2,114,Spice Villa,Bangalore,chinese,2023-11-20,2023-11,0,22,6366,2.99
2023-06-09 12:20:00,user_1277,Fries were soggy.,3,96,The Hungry Fork,Chennai,biryani,2023-06-09,2023-06,4,12,6185,3.02
2023-01-18 10:20:00,user_833,Oil was excessive. rice was undercooked.,5,196,Pizza Junction,Delhi,south indian,2023-01-18,2023-01,2,10,6182,2.99
2023-03-17 11:56:00,user_1177,Dessert was fresh and tasty. naan was rubbery.,2,247,Spice Villa,Pune,street food,2023-03-17,2023-03,4,11,6366,2.99
2023-07-13 18:55:00,user_15,Portion size was generous. oil was excessive.,4,16,Masala Magic,Mumbai,curry,2023-07-13,2023-07,3,18,6192,2.96
2023-08-21 17:43:00,user_931,Taste was amazing. portion size was generous. packaging was neat.,1,206,Pizza Junction,Bangalore,pizza,2023-08-21,2023-08,0,17,6182,2.99
2023-03-22 13:24:00,user_612,Chicken biryani was perfectly cooked. oil was excessive.,3,177,Urban Tadka,Pune,north indian,2023-03-22,2023-03,2,13,6131,2.98
2023-06-16 02:22:00,user_1869,Fries were soggy. portion size was generous. taste was amazing.,2,0,The Hungry Fork,Pune,north indian,2023-06-16,2023-06,4,2,6185,3.02
2023-02-14 14:25:00,user_812,Packaging was neat. naan was rubbery. portion size was generous.,2,106,Biryani Blues,Mumbai,biryani,2023-02-14,2023-02,1,14,6349,3.0
2023-01-21 01:20:00,user_1130,Dessert was fresh and tasty. packaging was neat. rice was undercooked.,3,357,The Hungry Fork,Pune,pizza,2023-01-21,2023-01,5,1,6185,3.02
2023-07-09 17:02:00,user_1611,Chicken biryani was perfectly cooked. gravy lacked flavor. taste was amazing.,1,194,Biryani Blues,Mumbai,biryani,2023-07-09,2023-07,6,17,6349,3.0
2023-08-21 15:30:00,user_1730,Spices were well balanced. oil was excessive. food spilled during delivery.,3,240,Urban Tadka,Mumbai,biryani,2023-08-21,2023-08,0,15,6131,2.98
2023-10-08 12:51:00,user_942,Portion size was generous.,3,428,The Hungry Fork,Chennai,chinese,2023-10-08,2023-10,6,12,6185,3.02
2023-07-01 02:12:00,user_1872,Taste was amazing. packaging was neat.,1,251,Pizza Junction,Pune,chinese,2023-07-01,2023-07,5,2,6182,2.99
2023-09-13 01:50:00,user_128,Paneer curry was too salty.,2,90,Masala Magic,Delhi,south indian,2023-09-13,2023-09,2,1,6192,2.96
2023-04-30 21:40:00,user_715,Food arrived cold. spices were well balanced.,5,420,Spice Villa,Mumbai,biryani,2023-04-30,2023-04,6,21,6366,2.99
2023-12-08 22:35:00,user_1620,Packaging was neat. dessert was fresh and tasty. food spilled during delivery.,4,110,Masala Magic,Hyderabad,chinese,2023-12-08,2023-12,4,22,6192,2.96
2023-08-02 09:58:00,user_1441,Taste was amazing. spices were well balanced. packaging was neat.,3,256,Curry Nation,Chennai,pizza,2023-08-02,2023-08,2,9,6394,2.99
2023-10-22 18:47:00,user_1808,Food arrived cold. oil was excessive. chicken biryani was perfectly cooked.,5,219,Biryani Blues,Kolkata,pizza,2023-10-22,2023-10,6,18,6349,3.0
2023-10-29 10:17:00,user_973,Paneer curry was too salty.,4,41,Spice Villa,Kolkata,curry,2023-10-29,2023-10,6,10,6366,2.99
2023-03-29 10:12:00,user_414,Fries were soggy. rice was undercooked.,4,240,Spice Villa,Kolkata,pizza,2023-03-29,2023-03,2,10,6366,2.99
2023-07-25 23:06:00,user_1172,Paneer curry was too salty. delivery was late. naan was rubbery.,2,163,Pizza Junction,Delhi,south indian,2023-07-25,2023-07,1,23,6182,2.99
2023-07-26 19:16:00,user_1676,Fries were soggy. rice was undercooked.,1,437,Curry Nation,Delhi,curry,2023-07-26,2023-07,2,19,6394,2.99
2023-10-31 06:28:00,user_1330,Naan was rubbery. food spilled during delivery. chicken biryani was perfectly cooked.,5,412,Biryani Blues,Mumbai,biryani,2023-10-31,2023-10,1,6,6349,3.0
2023-01-23 00:22:00,user_482,Dessert was fresh and tasty. oil was excessive. chicken biryani was perfectly cooked.,3,143,Wok & Roll,Kolkata,street food,2023-01-23,2023-01,0,0,6201,3.01
2023-03-30 01:30:00,user_502,Naan was rubbery. taste was amazing. delivery was late.,3,255,Curry Nation,Bangalore,north indian,2023-03-30,2023-03,3,1,6394,2.99
2023-02-01 15:47:00,user_1636,Gravy lacked flavor. spices were well balanced.,2,471,Masala Magic,Delhi,biryani,2023-02-01,2023-02,2,15,6192,2.96
2023-04-17 15:46:00,user_534,Taste was amazing. gravy lacked flavor. chicken biryani was perfectly cooked.,5,108,Pizza Junction,Chennai,north indian,2023-04-17,2023-04,0,15,6182,2.99
2023-11-06 08:27:00,user_346,Portion size was generous. delivery was late. taste was amazing.,3,393,Spice Villa,Delhi,chinese,2023-11-06,2023-11,0,8,6366,2.99
2023-07-21 09:15:00,user_1051,Fries were soggy. portion size was generous.,3,253,Curry Nation,Chennai,biryani,2023-07-21,2023-07,4,9,6394,2.99
2023-01-24 04:38:00,user_1007,Rice was undercooked. spices were well balanced. chicken biryani was perfectly cooked.,3,110,Urban Tadka,Chennai,street food,2023-01-24,2023-01,1,4,6131,2.98
2023-03-14 02:06:00,user_1658,Gravy lacked flavor.,4,228,Wok & Roll,Pune,chinese,2023-03-14,2023-03,1,2,6201,3.01
2023-01-26 05:51:00,user_383,Packaging was neat. gravy lacked flavor. chicken biryani was perfectly cooked.,5,373,Biryani Blues,Bangalore,biryani,2023-01-26,2023-01,3,5,6349,3.0
2023-11-09 23:17:00,user_740,Fries were soggy.,3,20,Urban Tadka,Kolkata,street food,2023-11-09,2023-11,3,23,6131,2.98
2023-07-31 23:10:00,user_638,Delivery was late. chicken biryani was perfectly cooked. rice was undercooked.,4,15,Pizza Junction,Delhi,biryani,2023-07-31,2023-07,0,23,6182,2.99
2023-01-03 01:51:00,user_1848,Portion size was generous. dessert was fresh and tasty. taste was amazing.,4,319,Spice Villa,Hyderabad,curry,2023-01-03,2023-01,1,1,6366,2.99
2023-08-08 05:01:00,user_1749,Dessert was fresh and tasty. food spilled during delivery.,3,1,Biryani Blues,Hyderabad,street food,2023-08-08,2023-08,1,5,6349,3.0
2023-10-19 22:23:00,user_617,Rice was undercooked. chicken biryani was perfectly cooked. naan was rubbery.,4,310,Wok & Roll,Hyderabad,pizza,2023-10-19,2023-10,3,22,6201,3.01
2023-08-12 07:44:00,user_823,Delivery was late. taste was amazing.,3,256,The Hungry Fork,Pune,curry,2023-08-12,2023-08,5,7,6185,3.02
2023-10-25 02:04:00,user_1565,Rice was undercooked. oil was excessive. dessert was fresh and tasty.,3,219,Urban Tadka,Bangalore,north indian,2023-10-25,2023-10,2,2,6131,2.98
2023-07-31 15:14:00,user_1530,Chicken biryani was perfectly cooked.,4,73,Wok & Roll,Mumbai,street food,2023-07-31,2023-07,0,15,6201,3.01
2023-04-26 14:37:00,user_219,Gravy lacked flavor.,5,31,Spice Villa,Hyderabad,north indian,2023-04-26,2023-04,2,14,6366,2.99
2023-11-19 12:06:00,user_1314,Rice was undercooked. gravy lacked flavor. delivery was late.,5,195,Biryani Blues,Kolkata,street food,2023-11-19,2023-11,6,12,6349,3.0
2023-06-11 03:13:00,user_873,Rice was undercooked. dessert was fresh and tasty.,3,323,Urban Tadka,Bangalore,street food,2023-06-11,2023-06,6,3,6131,2.98
2023-07-12 06:32:00,user_1722,Delivery was late. spices were well balanced. fries were soggy.,1,276,Pizza Junction,Kolkata,pizza,2023-07-12,2023-07,2,6,6182,2.99
